Project Name,Project ID,Created Date,Last Modified Date , Status ,# of Files in Deposit ,Total File Size ,,,,,,
  Replication data for: What Makes Them Click: Empirical Analysis of Consumer Demand for Search Advertising  ,114318,  2015-08-01T00:00:00  ,  2019-10-13T02:11:14.228Z  ,  PUBLISHED  ,22,195724,,,,,,
  Replication data for: Economic Shocks and Conflict: Evidence from Commodity Prices  ,114306,  2014-10-01T00:00:00  ,  2019-10-13T02:03:30.797Z  ,  PUBLISHED  ,15,34027756,,,,,,
  Replication data for: Welfarism's Envy Problem Extends to Popular Judgments  ,114427,  2018-05-01T00:00:00  ,  2019-10-13T03:54:46.77Z  ,  PUBLISHED  ,6,795516,,,,,,
  Replication data for: Health Insurance Mandates Mammography and Breast Cancer Diagnoses  ,114559,  2016-08-01T00:00:00  ,  2019-10-13T06:22:39.515Z  ,  PUBLISHED  ,17,822884,,,,,,
  Replication data for: Police Use of Force as an Extension of Arrests: Examining Disparities across Civilian and Officer Race  ,114511,  2019-05-01T00:00:00  ,  2019-10-13T05:34:04.778Z  ,  PUBLISHED  ,9,6921319,,,,,,
  Replication data for: Fighting Corruption in Education: What Works and Who Benefits?  ,114632,  2017-02-01T00:00:00  ,  2019-10-13T08:04:03.348Z  ,  PUBLISHED  ,11,207646423,,,,,,
  Replication data for: After Midnight: A Regression Discontinuity Design in Length of Postpartum Hospital Stays  ,114765,  2011-08-01T00:00:00  ,  2019-10-13T10:52:20.223Z  ,  PUBLISHED  ,6,63969,,,,,,
  Replication data for: Parental Aspirations for Children's Education: Is There a  Girl Effect ? Experimental Evidence from Rural Ethiopia  ,114523,  2019-05-01T00:00:00  ,  2019-10-13T05:38:03.109Z  ,  PUBLISHED  ,10,3681147,,,,,,
  Replication data for: Trade Costs  CO2 and the Environment  ,114644,  2016-11-01T00:00:00  ,  2019-10-13T08:23:41.285Z  ,  PUBLISHED  ,695,34814567749,,,,,,
  Replication data for: The Cabals of a Few or the Confusion of a Multitude: The Institutional Trade-Off between Representation and Governance  ,114753,  2011-02-01T00:00:00  ,  2019-10-13T10:40:29.201Z  ,  PUBLISHED  ,38,326199568,,,,,,
  Replication data for: Street Prostitution Zones and Crime  ,114656,  2017-11-01T00:00:00  ,  2019-10-13T09:13:11.704Z  ,  PUBLISHED  ,5,217185,,,,,,
  Replication data for: Fast-Track Authority and International Trade Negotiations  ,114789,  2012-04-01T00:00:00  ,  2019-10-13T11:13:38.693Z  ,  PUBLISHED  ,6,401126,,,,,,
  Replication data for: Tax Sensitivity and Home State Preferences in Internet Purchasing  ,114547,  2009-08-01T00:00:00  ,  2019-10-13T06:00:50.91Z  ,  PUBLISHED  ,46,1015367937,,,,,,
  Replication data for: Tenure in Office and Public Procurement  ,114668,  2017-08-01T00:00:00  ,  2019-10-13T09:20:20.239Z  ,  PUBLISHED  ,35,13465997,,,,,,
  Replication data for: Regulation Ownership,114777,  2012-02-01T00:00:00  ,  2019-10-13T11:06:21.902Z  ,  PUBLISHED  ,11,649528,,,,,,
  Replication data for: Do Taxpayers Bunch at Kink Points?  ,114741,  2010-08-01T00:00:00  ,  2019-10-13T10:18:23.235Z  ,  PUBLISHED  ,8,89686,,,,,,
  Replication data for: The Fiscal Cost of Hurricanes: Disaster Aid versus Social Insurance  ,114620,  2017-08-01T00:00:00  ,  2019-10-13T07:35:34.911Z  ,  PUBLISHED  ,5,94135004,,,,,,
  Replication data for: Government Spending Multipliers in Developing Countries: Evidence from Lending by Official Creditors  ,114305,  2014-10-01T00:00:00  ,  2019-10-13T02:03:21.797Z  ,  PUBLISHED  ,4,707964,,,,,,
  Replication data for: Mergers and Sunk Costs: An Application to the Ready-Mix Concrete Industry  ,114426,  2014-11-01T00:00:00  ,  2019-10-13T03:52:34.566Z  ,  PUBLISHED  ,170,77848659,,,,,,
  Replication data for: Coalition Formation in a Legislative Voting Game  ,114414,  2014-02-01T00:00:00  ,  2019-10-13T03:41:34.173Z  ,  PUBLISHED  ,4,1179121,,,,,,
  Replication data for: Measuring the Efficiency of an FCC Spectrum Auction  ,114402,  2013-02-01T00:00:00  ,  2019-10-13T03:22:58.797Z  ,  PUBLISHED  ,30,41572402,,,,,,
  Replication data for: Detecting Bidders Groups in Collusive Auctions  ,114329,  2016-05-01T00:00:00  ,  2019-10-13T02:25:45.579Z  ,  PUBLISHED  ,34,841784756,,,,,,
  Replication data for: Market Culture: How Rules Governing Exploding Offers Affect Market Performance  ,114317,  2009-08-01T00:00:00  ,  2019-10-13T02:11:02.469Z  ,  PUBLISHED  ,10,1396651,,,,,,
  Replication data for: Participating or Not? Characteristics of Female Entrepreneurs Participating in and Completing an Entrepreneurial Training Program  ,114438,  2018-05-01T00:00:00  ,  2019-10-13T03:58:02.787Z  ,  PUBLISHED  ,5,1111499,,,,,,
  Replication data for: Incomplete Environmental Regulation  Imperfect Competition,114548,  2009-08-01T00:00:00  ,  2019-10-13T06:02:23.366Z  ,  PUBLISHED  ,57,30667235,,,,,,
  Replication data for: Selection and Market Reallocation: Productivity Gains from Multinational Production  ,114669,  2018-05-01T00:00:00  ,  2019-10-13T09:20:50.163Z  ,  PUBLISHED  ,3,35542,,,,,,
  Replication data for: A Dialogue between a Populist and an Economist  ,114500,  2018-05-01T00:00:00  ,  2019-10-13T05:31:18.141Z  ,  PUBLISHED  ,6,11389739,,,,,,
  Replication data for: Leaving Poverty Behind? The Effects of Generous Income Support Paired with Activation  ,114621,  2016-02-01T00:00:00  ,  2019-10-13T07:35:47.185Z  ,  PUBLISHED  ,5,145069,,,,,,
  Replication data for: The Effect of Classmate Characteristics on Post-secondary Outcomes: Evidence from the Add Health  ,114754,  2011-02-01T00:00:00  ,  2019-10-13T10:41:28.461Z  ,  PUBLISHED  ,10,6851597,,,,,,
  Replication data for: The Introduction of Tasers and Police Use of Firearms: Evidence from the Chicago Police Department  ,114512,  2019-05-01T00:00:00  ,  2019-10-13T05:34:16.345Z  ,  PUBLISHED  ,13,39715787,,,,,,
  Replication data for: Liquidity Constraints Fiscal Externalities  and Optimal Tuition Subsidies  ,114633,  2017-11-01T00:00:00  ,  2019-10-13T08:04:28.297Z  ,  PUBLISHED  ,82,310945,,,,,,
  Replication data for: The Effect of Fast Food Restaurants on Obesity and Weight Gain  ,114742,  2010-08-01T00:00:00  ,  2019-10-13T10:18:41.187Z  ,  PUBLISHED  ,9,145245663,,,,,,
  Replication data for: Changing Family Attitudes to Promote Female Employment  ,114524,  2019-05-01T00:00:00  ,  2019-10-13T05:38:16.358Z  ,  PUBLISHED  ,14,4011695,,,,,,
  Replication data for: How Do Changes in Housing Voucher Design Affect Rent and Neighborhood Quality?  ,114645,  2018-05-01T00:00:00  ,  2019-10-13T09:06:01.25Z  ,  PUBLISHED  ,27,263653,,,,,,
  Replication data for: Green Infrastructure: The Effects of Urban Rail Transit on Air Quality  ,114778,  2012-02-01T00:00:00  ,  2019-10-13T11:06:47.006Z  ,  PUBLISHED  ,19,583022263,,,,,,
  Replication data for: Housing Supply Elasticity and Rent Extraction by State and Local Governments  ,114657,  2017-02-01T00:00:00  ,  2019-10-13T09:13:29.485Z  ,  PUBLISHED  ,15,310723803,,,,,,
  Replication data for: Implementing Anti-discrimination Policies in Statistical Profiling Models  ,114766,  2011-08-01T00:00:00  ,  2019-10-13T10:52:30.691Z  ,  PUBLISHED  ,4,37343,,,,,,
  Replication data for: Input Constraints and the Efficiency of Entry: Lessons from Cardiac Surgery  ,114730,  2010-02-01T00:00:00  ,  2019-10-13T10:15:16.095Z  ,  PUBLISHED  ,15,167239,,,,,,
  Replication data for: Majority Choice of an Income-Targeted Educational Voucher  ,114356,  2018-11-01T00:00:00  ,  2019-10-13T03:02:17.874Z  ,  PUBLISHED  ,6,1269708,,,,,,
  Replication data for: Male Social Status and Women's Work  ,114477,  2018-05-01T00:00:00  ,  2019-10-13T05:10:28.056Z  ,  PUBLISHED  ,11,783447,,,,,,
  Replication data for: Incomplete Disclosure: Evidence of Signaling and Countersignaling  ,114344,  2018-02-01T00:00:00  ,  2019-10-13T02:46:01.245Z  ,  PUBLISHED  ,11,83624846,,,,,,
  Replication data for: A Cross-Country Comparison of Dynamics in the Large Firm Wage Premium  ,114465,  2018-05-01T00:00:00  ,  2019-10-13T05:03:43.126Z  ,  PUBLISHED  ,10,44879,,,,,,
  Replication data for: Unpacking the Long-Run Effects of Tariff Shocks: New Structural Implications from Firm Heterogeneity Models  ,114332,  2016-05-01T00:00:00  ,  2019-10-13T02:28:18.112Z  ,  PUBLISHED  ,923,636085381,,,,,,
  Replication data for: New Evidence on Earnings Volatility in Survey and Administrative Data  ,114453,  2018-05-01T00:00:00  ,  2019-10-13T05:00:56.955Z  ,  PUBLISHED  ,9,99731,,,,,,
  Replication data for: Comparing Charitable Fundraising Schemes: Evidence from a Natural Field Experiment and a Structural Model  ,114560,  2015-05-01T00:00:00  ,  2019-10-13T06:22:56.877Z  ,  PUBLISHED  ,7,3132244,,,,,,
  Replication data for: The Role of Government Reimbursement in Drug Shortages  ,114681,  2017-05-01T00:00:00  ,  2019-10-13T09:24:53.2Z  ,  PUBLISHED  ,162,510601729,,,,,,
  Replication data for: Cyber-Shilling in Automobile Auctions: Evidence from a Field Experiment  ,114320,  2015-08-01T00:00:00  ,  2019-10-13T02:12:27.779Z  ,  PUBLISHED  ,8,27583148,,,,,,
  Replication data for: Carbon Pricing Induces Innovation: Evidence from China's Regional Carbon Market Pilots  ,114441,  2018-05-01T00:00:00  ,  2019-10-13T03:58:29.712Z  ,  PUBLISHED  ,9,4616946,,,,,,
  Replication data for: Human Capital and the Lifetime Costs of Impatience  ,114572,  2015-08-01T00:00:00  ,  2019-10-13T06:38:59.074Z  ,  PUBLISHED  ,100,1518389019,,,,,,
  Replication data for: Strategic Formulary Design in Medicare Part D Plans  ,114693,  2018-08-01T00:00:00  ,  2019-10-13T09:36:40.53Z  ,  PUBLISHED  ,13,167153500,,,,,,
  Replication data for: Satisfaction Guaranteed: When Moral Hazard Meets Moral Preferences  ,114368,  2018-11-01T00:00:00  ,  2019-10-13T03:06:55.482Z  ,  PUBLISHED  ,11,368115,,,,,,
  Replication data for: The Differential Incidence and Severity of Food Insecurity by Racial  Ethnic  and Immigrant Groups over the Great Recession in the United States  ,114489,  2018-05-01T00:00:00  ,  2019-10-13T05:14:24.377Z  ,  PUBLISHED  ,7,44854468,,,,,,
  Replication data for: The Impact of Including  Adding  and Subtracting a Tax on Demand  ,114573,  2015-02-01T00:00:00  ,  2019-10-13T06:41:31.366Z  ,  PUBLISHED  ,4,3022474,,,,,,
  Replication data for: Inflation Expectations and Readiness to Spend: Cross-Sectional Evidence  ,114585,  2015-02-01T00:00:00  ,  2019-10-13T06:54:37.124Z  ,  PUBLISHED  ,10,113461825,,,,,,
  Replication data for: Understanding Consumption Behavior: Evidence from Consumers' Reaction to Shopping Vouchers  ,114597,  2017-02-01T00:00:00  ,  2019-10-13T07:06:44.651Z  ,  PUBLISHED  ,7,12313603,,,,,,
  Replication data for: Who Benefits from Information Disclosure? The Case of Retail Gasoline  ,114367,  2019-05-01T00:00:00  ,  2019-10-13T03:06:43.262Z  ,  PUBLISHED  ,12,267607,,,,,,
  Replication data for: The Effect of Parental Education on Children's Drug and Alcohol Use  ,114488,  2018-05-01T00:00:00  ,  2019-10-13T05:14:04.651Z  ,  PUBLISHED  ,18,8038394,,,,,,
  Replication data for: Risk and Return in Village Economies  ,114355,  2018-02-01T00:00:00  ,  2019-10-13T03:02:05.975Z  ,  PUBLISHED  ,9,14354676,,,,,,
  Replication data for: Women's Empowerment  the Gender Gap in Desired Fertility and Fertility Outcomes in Developing Countries  ,114476,  2018-05-01T00:00:00  ,  2019-10-13T05:09:49.108Z  ,  PUBLISHED  ,42,33681070,,,,,,
  Replication data for: Making Case-Based Decision Theory Directly Observable  ,114343,  2017-02-01T00:00:00  ,  2019-10-13T02:45:51.658Z  ,  PUBLISHED  ,4,51305,,,,,,
  Replication data for: Trade Invoicing Bank Funding  and Central Bank Reserve Holdings  ,114464,  2018-05-01T00:00:00  ,  2019-10-13T05:03:34.624Z  ,  PUBLISHED  ,6,373494,,,,,,
  Replication data for: Police Officer on the Frontline or a Soldier? The Effect of Police Militarization on Crime  ,114670,  2017-08-01T00:00:00  ,  2019-10-13T09:20:59.267Z  ,  PUBLISHED  ,7,101954527,,,,,,
  Replication data for: Separating Bayesian Updating from Non-Probabilistic Reasoning: An Experimental Investigation  ,114331,  2016-05-01T00:00:00  ,  2019-10-13T02:27:13.438Z  ,  PUBLISHED  ,18,1987268,,,,,,
  Replication data for: Nonlinear Persistence and Partial Insurance: Income and Consumption Dynamics in the PSID  ,114452,  2018-05-01T00:00:00  ,  2019-10-13T04:59:00.181Z  ,  PUBLISHED  ,95,874090424,,,,,,
  Replication data for: Behind the GATE Experiment: Evidence on Effects of and Rationales for Subsidized Entrepreneurship Training  ,114561,  2015-05-01T00:00:00  ,  2019-10-13T06:23:08.955Z  ,  PUBLISHED  ,30,35757453,,,,,,
  Replication data for: Towards the Greater Good? EU Commissioners' Nationality and Budget Allocation in the European Union  ,114682,  2018-02-01T00:00:00  ,  2019-10-13T09:27:55.954Z  ,  PUBLISHED  ,21,8709718,,,,,,
  Replication data for: The Good News-Bad News Effect: Asymmetric Processing of Objective Information about Yourself  ,114379,  2011-05-01T00:00:00  ,  2019-10-13T03:15:27.866Z  ,  PUBLISHED  ,11,1140161,,,,,,
  Replication data for: Belief Elicitation with a Synchronized Lottery Choice Menu That Is Invariant to Risk Attitudes  ,114330,  2016-02-01T00:00:00  ,  2019-10-13T02:27:05.044Z  ,  PUBLISHED  ,3,608164,,,,,,
  Replication data for: Income Volatility and the PSID: Past Research and New Results  ,114451,  2018-05-01T00:00:00  ,  2019-10-13T04:58:05.831Z  ,  PUBLISHED  ,17,99495138,,,,,,
  Replication data for: The Effects of Voting Costs on the Democratic Process and Public Finances  ,114562,  2015-02-01T00:00:00  ,  2019-10-13T06:23:37.277Z  ,  PUBLISHED  ,14,643507,,,,,,
  Replication data for: How Much Can Expanding Access to Long-Acting Reversible Contraceptives Reduce Teen Birth Rates?  ,114683,  2017-08-01T00:00:00  ,  2019-10-13T09:29:01.3Z  ,  PUBLISHED  ,31,1413933491,,,,,,
  Replication data for: The Role of Proximity in Foreclosure Externalities: Evidence from Condominiums  ,114574,  2015-02-01T00:00:00  ,  2019-10-13T06:46:04.888Z  ,  PUBLISHED  ,13,254617,,,,,,
  Replication data for: Extended Unemployment Benefits and Early Retirement: Program Complementarity and Program Substitution  ,114586,  2016-02-01T00:00:00  ,  2019-10-13T06:55:10.164Z  ,  PUBLISHED  ,19,711662297,,,,,,
  Replication data for: Consumption Responses to Temporary Tax Incentives: Evidence from State Sales Tax Holidays  ,114598,  2017-11-01T00:00:00  ,  2019-10-13T07:06:55.712Z  ,  PUBLISHED  ,18,3748326,,,,,,
  Replication data for: Too Many Products: Decentralized Decision Making in Multinational Firms  ,114378,  2011-02-01T00:00:00  ,  2019-10-13T03:15:06.505Z  ,  PUBLISHED  ,28,200616,,,,,,
  Replication data for: Short-Term Impacts of a Pay-It-Forward Livestock Transfer and Training Program in Nepal  ,114499,  2018-05-01T00:00:00  ,  2019-10-13T05:31:09.289Z  ,  PUBLISHED  ,4,348262,,,,,,
  Replication data for: Strategic Performance of Deferred Acceptance in Dynamic Matching Problems  ,114366,  2019-05-01T00:00:00  ,  2019-10-13T03:06:27.804Z  ,  PUBLISHED  ,15,339868,,,,,,
  Replication data for: Split Families and the Future of Children: Immigration Enforcement and Foster Care Placements  ,114487,  2018-05-01T00:00:00  ,  2019-10-13T05:13:56.832Z  ,  PUBLISHED  ,4,229808,,,,,,
  Replication data for: Open Skies: Estimating Travelers' Benefits from Free Trade in Airline Services  ,114570,  2015-05-01T00:00:00  ,  2019-10-13T06:33:34.49Z  ,  PUBLISHED  ,11,322459,,,,,,
  Replication data for: Under the Radar: The Effects of Monitoring Firms on Tax Compliance  ,114691,  2018-02-01T00:00:00  ,  2019-10-13T09:35:35.134Z  ,  PUBLISHED  ,41,1126295,,,,,,
  Replication data for: Designing Matching Mechanisms under General Distributional Constraints  ,114354,  2017-05-01T00:00:00  ,  2019-10-13T02:49:49.534Z  ,  PUBLISHED  ,920,59878122,,,,,,
  Replication data for: Dynamics of Child Mortality Inequality  ,114475,  2018-05-01T00:00:00  ,  2019-10-13T05:09:39.805Z  ,  PUBLISHED  ,4,9531988,,,,,,
  Replication data for: Valuing the Wind: Renewable Energy Policies and Air Pollution Avoided  ,114582,  2015-08-01T00:00:00  ,  2019-10-13T06:52:35.317Z  ,  PUBLISHED  ,7,30557221,,,,,,
  Replication data for: Revealed Preferences for Diamond Goods  ,114342,  2018-05-01T00:00:00  ,  2019-10-13T02:45:28.611Z  ,  PUBLISHED  ,23,21137019,,,,,,
  Replication data for: Foreign Safe Asset Demand for US Treasurys and the Dollar  ,114463,  2018-05-01T00:00:00  ,  2019-10-13T05:03:24.929Z  ,  PUBLISHED  ,6,28188,,,,,,
  Replication data for: Asymmetric Incentives in Subsidies: Evidence from a Large-Scale Electricity Rebate Program  ,114594,  2015-08-01T00:00:00  ,  2019-10-13T07:05:46.932Z  ,  PUBLISHED  ,8,31490,,,,,,
  Replication data for: Uncertainty and Economic Activity: Evidence from Business Survey Data  ,114269,  2013-04-01T00:00:00  ,  2019-10-13T01:45:23.13Z  ,  PUBLISHED  ,21,352796,,,,,,
  Replication data for: The Dynamic Free Rider Problem: A Laboratory Study  ,114341,  2016-11-01T00:00:00  ,  2019-10-13T02:45:19.52Z  ,  PUBLISHED  ,4,366101,,,,,,
  Replication data for: Unconventional Fiscal Policy  ,114462,  2018-05-01T00:00:00  ,  2019-10-13T05:03:17.301Z  ,  PUBLISHED  ,4,42953,,,,,,
  Replication data for: From Today's City to Tomorrow's City: An Empirical Investigation of Urban Land Assembly  ,114595,  2016-08-01T00:00:00  ,  2019-10-13T07:05:57.143Z  ,  PUBLISHED  ,42,551185,,,,,,
  Replication data for: Return-to-Work Policies and Labor Supply in Disability Insurance Programs  ,114450,  2018-05-01T00:00:00  ,  2019-10-13T04:57:56.862Z  ,  PUBLISHED  ,2,15362,,,,,,
  Replication data for: Tracking Decision Makers under Uncertainty  ,114389,  2011-11-01T00:00:00  ,  2019-10-13T03:19:44.094Z  ,  PUBLISHED  ,23,124609499,,,,,,
  Replication data for: Is There a Trade-Off between Inflation and Output Stabilization?  ,114268,  2013-04-01T00:00:00  ,  2019-10-13T01:43:06.898Z  ,  PUBLISHED  ,149,297378105,,,,,,
  Replication data for: Naïve Herding in Rich-Information Settings  ,114377,  2010-11-01T00:00:00  ,  2019-10-13T03:14:56.778Z  ,  PUBLISHED  ,7,55821,,,,,,
  Replication data for: Indoor Air Pollution and Infant Mortality: A New Approach  ,114498,  2018-05-01T00:00:00  ,  2019-10-13T05:31:03.8Z  ,  PUBLISHED  ,3,88002,,,,,,
  Replication data for: The Economics of Rights: Does the Right to Counsel Increase Crime?  ,114680,  2017-05-01T00:00:00  ,  2019-10-13T09:24:16.063Z  ,  PUBLISHED  ,24,1345575,,,,,,
  Replication data for: Competition in Treasury Auctions  ,114365,  2019-02-01T00:00:00  ,  2019-10-13T03:06:01.668Z  ,  PUBLISHED  ,26,692935,,,,,,
  Replication data for: Gendered Language on the Economics Job Market Rumors Forum  ,114486,  2018-05-01T00:00:00  ,  2019-10-13T05:13:34.821Z  ,  PUBLISHED  ,11,236054794,,,,,,
  Replication data for: Does Agriculture Generate Local Economic Spillovers? Short-Run and Long-Run Evidence from the Ogallala Aquifer  ,114571,  2015-05-01T00:00:00  ,  2019-10-13T06:34:19.209Z  ,  PUBLISHED  ,250,832006108,,,,,,
